0,0
16.46616,0.0
18.52443,0.0
21.59378,0.0
24.6450514965,0.0119763021245
27.6963464965,0.0119763021245
30.7656964965,0.0119763021245
32.1017664965,0.0119763021245
32.1017664965,0.0119763021245
32.1017664965,0.0119763021245
32.1017664965,0.0119763021245
32.1017664965,0.0119763021245
32.1017664965,0.0119763021245
32.1017664965,0.0119763021245
32.9920426801,0.959237785846
35.0940836691,3.19582740019
37.1961246581,5.43241701453
39.2770576508,7.66403505012
41.3703038566,9.90885792615
43.3363304286,12.000727036
43.3363304286,12.000727036
43.3363304286,12.000727036
43.3419880088,12.0178727297
43.3391508046,12.0000420456
43.3391508046,12.0000420456
43.3391508046,12.0000420456
43.1302048747,14.8269656706
42.9147136442,17.9068411816
42.6897973247,20.9498354022
42.4768264594,23.9936889774
42.2625954115,27.0555535206
42.1693418965,28.3883651452
